Mon, 22 Jul 2019 09:25:45 : INFO 单机登录，即将测试[RD52_RSU]产品的[RSRB4单板电源&单板功能测试工位]
Mon, 22 Jul 2019 11:37:07 : INFO 单机登录，即将测试[RD52_RSU]产品的[RSRB4单板电源&单板功能测试工位]
Mon, 22 Jul 2019 11:38:06 : INFO 单机登录，即将测试[RD52_RSU]产品的[RSRB4单板电源&单板功能测试工位]
Mon, 22 Jul 2019 12:10:06 : INFO 单机登录，即将测试[RD50C_RSU]产品的[整机测试工位]
Mon, 22 Jul 2019 12:14:09 : INFO 单机登录，即将测试[RD52_RSU]产品的[整机测试工位]
Mon, 22 Jul 2019 15:34:48 : INFO 单机登录，即将测试[RD50C_RSU]产品的[整机测试工位]
Mon, 22 Jul 2019 15:34:52 : INFO 开始测试产品[RD50C_RSU]的[整机测试工位](维修测试)
Mon, 22 Jul 2019 15:34:53 : INFO 由于[用户人工中止]，本次测试流程终止，本次测试结果抛弃！
Mon, 22 Jul 2019 15:34:54 : INFO 检测员[单机]退出
Mon, 22 Jul 2019 15:35:02 : INFO 单机登录，即将测试[RD50C_RSU]产品的[整机测试工位]
Mon, 22 Jul 2019 16:01:16 : INFO 开始测试产品[RD50C_RSU]的[整机测试工位](维修测试)
Mon, 22 Jul 2019 16:01:17 : INFO 写入IP(编号:02)测试失败：写入IP失败，输出:<无>
Mon, 22 Jul 2019 16:01:17 : INFO 产品[RD50C_RSU][整机测试工位]测试完成，结果不通过！
Mon, 22 Jul 2019 16:55:33 : INFO 单机登录，即将测试[RD50C_RSU]产品的[整机测试工位]
Mon, 22 Jul 2019 17:05:56 : INFO 单机登录，即将测试[RD50C_RSU]产品的[整机测试工位]
Mon, 22 Jul 2019 17:05:58 : INFO 开始测试产品[RD50C_RSU]的[整机测试工位](维修测试)
Mon, 22 Jul 2019 17:06:21 : INFO [写入IP]测试成功，输出:ip地址=ip地址写入成功
Mon, 22 Jul 2019 17:06:21 : INFO 产品[RD50C_RSU][整机测试工位]测试完成，测试通过！
Mon, 22 Jul 2019 17:35:50 : INFO 单机登录，即将测试[RD50C_RSU]产品的[整机测试工位]
Mon, 22 Jul 2019 17:35:54 : INFO 开始测试产品[RD50C_RSU]的[整机测试工位](维修测试)
Mon, 22 Jul 2019 17:36:16 : INFO [写入IP]测试成功，输出:ip地址=ip地址写入成功
Mon, 22 Jul 2019 17:36:16 : INFO 产品[RD50C_RSU][整机测试工位]测试完成，测试通过！
Mon, 22 Jul 2019 17:45:59 : INFO 单机登录，即将测试[RD50C_RSU]产品的[整机测试工位]
Mon, 22 Jul 2019 17:46:57 : INFO 开始测试产品[RD50C_RSU]的[RSDB0单板功能测试工位](维修测试)
Mon, 22 Jul 2019 17:46:58 : INFO Opening serial port u'com4'
Mon, 22 Jul 2019 18:07:19 : INFO command:reset,response:RPC: Registered tcp NFSv4.1 backchannel transport module.
Mon, 22 Jul 2019 18:07:19 : INFO command:reset,response:Trying to unpack rootfs image as initramfs...
Mon, 22 Jul 2019 18:07:19 : INFO command:reset,response:rootfs image is not initramfs (no cpio magic); looks like an initrd
Mon, 22 Jul 2019 18:07:19 : INFO command:reset,response:Freeing initrd memory: 7173k freed
Mon, 22 Jul 2019 18:07:19 : INFO command:reset,response:JFFS2 version 2.2. (NAND) Â© 2001-2006 Red Hat, Inc.
Mon, 22 Jul 2019 18:07:19 : INFO command:reset,response:msgmni has been set to 119
Mon, 22 Jul 2019 18:07:19 : INFO command:reset,response:io scheduler noop registered
Mon, 22 Jul 2019 18:07:19 : INFO command:reset,response:io scheduler deadline registered
Mon, 22 Jul 2019 18:07:19 : INFO command:reset,response:io scheduler cfq registered (default)
Mon, 22 Jul 2019 18:07:20 : INFO command:reset,response:Serial: 8250/16550 driver, 4 ports, IRQ sharing disabled
Mon, 22 Jul 2019 18:07:20 : INFO command:reset,response:serial8250.0: ttyS0 at MMIO 0xe0004500 (irq = 16) is a 16550A
Mon, 22 Jul 2019 18:07:20 : INFO command:reset,response:serial8250.0: ttyS1 at MMIO 0xe0004600 (irq = 16) is a 16550A
Mon, 22 Jul 2019 18:07:20 : INFO command:reset,response:brd: module loaded
Mon, 22 Jul 2019 18:07:20 : INFO command:reset,response:loop: module loaded
Mon, 22 Jul 2019 18:07:20 : INFO command:reset,response:f0000000.flash: Found 1 x16 devices at 0x0 in 16-bit bank. Manufacturer ID 0x000089 Chip ID 0x00227e
Mon, 22 Jul 2019 18:07:20 : INFO command:reset,response:
Mon, 22 Jul 2019 18:07:20 : INFO command:reset,response:Amd/Fujitsu Extended Query Table at 0x0040
Mon, 22 Jul 2019 18:07:20 : INFO command:reset,response:Amd/Fujitsu Extended Query version 1.3.
Mon, 22 Jul 2019 18:07:20 : INFO command:reset,response:number of CFI chips: 1
Mon, 22 Jul 2019 18:07:20 : INFO command:reset,response:RedBoot partition parsing not available
Mon, 22 Jul 2019 18:07:20 : INFO command:reset,response:Creating 11 MTD partitions on "f0000000.flash":
Mon, 22 Jul 2019 18:07:20 : INFO command:reset,response:0x000000000000-0x000000080000 : "Uboot_A"
Mon, 22 Jul 2019 18:07:20 : INFO command:reset,response:0x000000080000-0x000000100000 : "Uboot_B"
Mon, 22 Jul 2019 18:07:20 : INFO command:reset,response:0x000000100000-0x000000120000 : "Dtb_A"
Mon, 22 Jul 2019 18:07:20 : INFO command:reset,response:0x000000120000-0x000000400000 : "Linux_A"
Mon, 22 Jul 2019 18:07:20 : INFO command:reset,response:0x000000400000-0x000000e00000 : "Ramdisk_A"
Mon, 22 Jul 2019 18:07:20 : INFO command:reset,response:0x000000e00000-0x000000e20000 : "Dtb_B"
Mon, 22 Jul 2019 18:07:20 : INFO command:reset,response:0x000000e20000-0x000001100000 : "Linux_B"
Mon, 22 Jul 2019 18:07:20 : INFO command:reset,response:0x000001100000-0x000001b00000 : "Ramdisk_B"
Mon, 22 Jul 2019 18:07:20 : INFO command:reset,response:0x000001b00000-0x000002000000 : "App"
Mon, 22 Jul 2019 18:07:20 : INFO command:reset,response:0x000002000000-0x000002200000 : "Config"
Mon, 22 Jul 2019 18:07:20 : INFO command:reset,response:0x000002200000-0x000004000000 : "Data"
Mon, 22 Jul 2019 18:07:20 : INFO command:reset,response:Fixed MDIO Bus: probed
Mon, 22 Jul 2019 18:07:20 : INFO command:reset,response:ucc_geth: QE UCC Gigabit Ethernet Controller
Mon, 22 Jul 2019 18:07:20 : INFO command:reset,response:ucc_geth: UCC1 at 0xe0102000 (irq = 17)
Mon, 22 Jul 2019 18:07:20 : INFO command:reset,response:ucc_geth: UCC2 at 0xe0103000 (irq = 18)
Mon, 22 Jul 2019 18:07:20 : INFO command:reset,response:usbmon: debugfs is not available
Mon, 22 Jul 2019 18:07:20 : INFO command:reset,response:ehci_hcd: USB 2.0 'Enhanced' Host Controller (EHCI) Driver
Mon, 22 Jul 2019 18:07:20 : INFO command:reset,response:Initializing USB Mass Storage driver...
Mon, 22 Jul 2019 18:07:20 : INFO command:reset,response:usbcore: registered new interface driver usb-storage
Mon, 22 Jul 2019 18:07:20 : INFO command:reset,response:USB Mass Storage support registered.
Mon, 22 Jul 2019 18:07:20 : INFO command:reset,response:sdhci: Secure Digital Host Controller Interface driver
Mon, 22 Jul 2019 18:07:20 : INFO command:reset,response:sdhci: Copyright(c) Pierre Ossman
Mon, 22 Jul 2019 18:07:20 : INFO command:reset,response:TCP cubic registered
Mon, 22 Jul 2019 18:07:20 : INFO command:reset,response:NET: Registered protocol family 17
Mon, 22 Jul 2019 18:07:20 : INFO command:reset,response:Registering the dns_resolver key type
Mon, 22 Jul 2019 18:07:20 : INFO command:reset,response:turn off boot console udbg0
Mon, 22 Jul 2019 18:07:20 : INFO [单板网口测试]测试成功，输出:<无>
Mon, 22 Jul 2019 18:07:31 : INFO [查询版本号]测试成功，输出:备用系统版本号=1.00.00,应用版本号=1.20.00,系统版本号=1.00.00
Mon, 22 Jul 2019 18:07:39 : INFO [EEPROM测试]测试成功，输出:EEPROM测试=EEPROM读写成功
Mon, 22 Jul 2019 18:07:39 : INFO PSAM卡槽[0]激活失败e801
Mon, 22 Jul 2019 18:07:39 : INFO PSAM卡槽[1]激活失败e801
Mon, 22 Jul 2019 18:07:39 : INFO PSAM卡槽[2]激活失败e801
Mon, 22 Jul 2019 18:07:39 : INFO PSAM卡槽[3]激活失败e801
Mon, 22 Jul 2019 18:07:39 : INFO PSAM卡接口测试(编号:05)测试失败：PSAM卡槽0,1,2,3激活失败，输出:<无>
Mon, 22 Jul 2019 18:07:45 : INFO [面板灯接口测试]测试成功，输出:<无>
Mon, 22 Jul 2019 18:07:45 : INFO [RTC时钟测试]测试成功，输出:<无>
Mon, 22 Jul 2019 18:08:01 : INFO [看门狗测试]测试成功，输出:看门狗测试=成功
Mon, 22 Jul 2019 18:08:01 : INFO 产品[RD50C_RSU][RSDB0单板功能测试工位]测试完成，结果不通过！
Mon, 22 Jul 2019 18:19:16 : INFO 开始测试产品[RD50C_RSU]的[RSDB0单板功能测试工位](维修测试)
Mon, 22 Jul 2019 18:19:25 : INFO 单机登录，即将测试[RD50C_RSU]产品的[RSDB0单板功能测试工位]
Mon, 22 Jul 2019 18:24:16 : INFO 开始测试产品[RD50C_RSU]的[RSDB0单板功能测试工位](维修测试)
Mon, 22 Jul 2019 18:24:27 : INFO [查询版本号]测试成功，输出:备用系统版本号=1.00.00,应用版本号=1.20.00,系统版本号=1.00.00
Mon, 22 Jul 2019 18:24:35 : INFO [EEPROM测试]测试成功，输出:EEPROM测试=EEPROM读写成功
Mon, 22 Jul 2019 18:24:36 : INFO PSAM卡槽[0]激活失败e801
Mon, 22 Jul 2019 18:24:36 : INFO PSAM卡槽[1]激活成功5200000000001f000000000000000000043b99180000000000000000000000000000000000000000000000000000000000000000095053285101035053ff000000000000000000000000000000000000000000
Mon, 22 Jul 2019 18:24:36 : INFO 命令执行成功 5200000000001f000000000000000000043b99180000000000000000000000000000000000000000000000000000000000000000095053285101035053ff000000000000000000000000000000000000000000
Mon, 22 Jul 2019 18:24:36 : INFO PSAM卡槽[2]激活失败e801
Mon, 22 Jul 2019 18:24:36 : INFO PSAM卡槽[3]激活成功5200000000001f000000000000000000043b99180000000000000000000000000000000000000000000000000000000000000000095053285101035053ff000000000000000000000000000000000000000000
Mon, 22 Jul 2019 18:24:36 : INFO 命令执行成功 5200000000001f000000000000000000043b99180000000000000000000000000000000000000000000000000000000000000000095053285101035053ff000000000000000000000000000000000000000000
Mon, 22 Jul 2019 18:24:36 : INFO PSAM卡接口测试(编号:05)测试失败：PSAM卡槽0,2激活失败，输出:<无>
Mon, 22 Jul 2019 18:24:55 : INFO [面板灯接口测试]测试成功，输出:<无>
Mon, 22 Jul 2019 18:25:08 : INFO [车检串口]测试成功，输出:<无>
Mon, 22 Jul 2019 18:25:09 : INFO [RTC时钟测试]测试成功，输出:<无>
Mon, 22 Jul 2019 18:25:11 : INFO Opening serial port u'com4'
Mon, 22 Jul 2019 18:25:25 : INFO [看门狗测试]测试成功，输出:看门狗测试=成功
Mon, 22 Jul 2019 18:25:25 : INFO 产品[RD50C_RSU][RSDB0单板功能测试工位]测试完成，结果不通过！
Mon, 22 Jul 2019 18:26:22 : INFO 开始测试产品[RD50C_RSU]的[RSDB0单板功能测试工位](维修测试)
Mon, 22 Jul 2019 18:26:25 : INFO PSAM卡槽[0]激活成功5200000000001f000000000000000000043b99180000000000000000000000000000000000000000000000000000000000000000095053285101035053ff000000000000000000000000000000000000000000
Mon, 22 Jul 2019 18:26:25 : INFO 命令执行成功 5200000000001f000000000000000000043b99180000000000000000000000000000000000000000000000000000000000000000095053285101035053ff000000000000000000000000000000000000000000
Mon, 22 Jul 2019 18:26:25 : INFO PSAM卡槽[1]激活成功5200000000001f000000000000000000043b99180000000000000000000000000000000000000000000000000000000000000000095053285101035053ff000000000000000000000000000000000000000000
Mon, 22 Jul 2019 18:26:25 : INFO 命令执行成功 5200000000001f000000000000000000043b99180000000000000000000000000000000000000000000000000000000000000000095053285101035053ff000000000000000000000000000000000000000000
Mon, 22 Jul 2019 18:26:25 : INFO PSAM卡槽[2]激活成功5200000000001f000000000000000000043b99180000000000000000000000000000000000000000000000000000000000000000095053285101035053ff000000000000000000000000000000000000000000
Mon, 22 Jul 2019 18:26:25 : INFO 命令执行成功 5200000000001f000000000000000000043b99180000000000000000000000000000000000000000000000000000000000000000095053285101035053ff000000000000000000000000000000000000000000
Mon, 22 Jul 2019 18:26:25 : INFO PSAM卡槽[3]激活成功5200000000001f000000000000000000043b99180000000000000000000000000000000000000000000000000000000000000000095053285101035053ff000000000000000000000000000000000000000000
Mon, 22 Jul 2019 18:26:25 : INFO 命令执行成功 5200000000001f000000000000000000043b99180000000000000000000000000000000000000000000000000000000000000000095053285101035053ff000000000000000000000000000000000000000000
Mon, 22 Jul 2019 18:26:25 : INFO [PSAM卡接口测试]测试成功，输出:<无>
Mon, 22 Jul 2019 18:26:25 : INFO 产品[RD50C_RSU][RSDB0单板功能测试工位]测试完成，测试通过！
Mon, 22 Jul 2019 18:26:29 : INFO 检测员[单机]退出
Mon, 22 Jul 2019 18:26:29 : INFO closing serial port
Mon, 22 Jul 2019 18:26:35 : INFO 单机登录，即将测试[RD50C_RSU]产品的[RSDB0单板功能测试工位]
Mon, 22 Jul 2019 18:26:45 : INFO 开始测试产品[RD50C_RSU]的[RSDB0单板功能测试工位](维修测试)
Mon, 22 Jul 2019 18:26:56 : INFO [查询版本号]测试成功，输出:备用系统版本号=1.00.00,应用版本号=1.20.00,系统版本号=1.00.00
Mon, 22 Jul 2019 18:27:04 : INFO [EEPROM测试]测试成功，输出:EEPROM测试=EEPROM读写成功
Mon, 22 Jul 2019 18:27:05 : INFO PSAM卡槽[0]激活成功5200000000001f000000000000000000043b99180000000000000000000000000000000000000000000000000000000000000000095053285101035053ff000000000000000000000000000000000000000000
Mon, 22 Jul 2019 18:27:05 : INFO 命令执行成功 5200000000001f000000000000000000043b99180000000000000000000000000000000000000000000000000000000000000000095053285101035053ff000000000000000000000000000000000000000000
Mon, 22 Jul 2019 18:27:05 : INFO PSAM卡槽[1]激活成功5200000000001f000000000000000000043b99180000000000000000000000000000000000000000000000000000000000000000095053285101035053ff000000000000000000000000000000000000000000
Mon, 22 Jul 2019 18:27:05 : INFO 命令执行成功 5200000000001f000000000000000000043b99180000000000000000000000000000000000000000000000000000000000000000095053285101035053ff000000000000000000000000000000000000000000
Mon, 22 Jul 2019 18:27:05 : INFO PSAM卡槽[2]激活成功5200000000001f000000000000000000043b99180000000000000000000000000000000000000000000000000000000000000000095053285101035053ff000000000000000000000000000000000000000000
Mon, 22 Jul 2019 18:27:05 : INFO 命令执行成功 5200000000001f000000000000000000043b99180000000000000000000000000000000000000000000000000000000000000000095053285101035053ff000000000000000000000000000000000000000000
Mon, 22 Jul 2019 18:27:05 : INFO PSAM卡槽[3]激活成功5200000000001f000000000000000000043b99180000000000000000000000000000000000000000000000000000000000000000095053285101035053ff000000000000000000000000000000000000000000
Mon, 22 Jul 2019 18:27:05 : INFO 命令执行成功 5200000000001f000000000000000000043b99180000000000000000000000000000000000000000000000000000000000000000095053285101035053ff000000000000000000000000000000000000000000
Mon, 22 Jul 2019 18:27:05 : INFO [PSAM卡接口测试]测试成功，输出:<无>
Mon, 22 Jul 2019 18:27:09 : INFO [面板灯接口测试]测试成功，输出:<无>
Mon, 22 Jul 2019 18:27:17 : INFO [车检串口]测试成功，输出:<无>
Mon, 22 Jul 2019 18:27:17 : INFO [RTC时钟测试]测试成功，输出:<无>
Mon, 22 Jul 2019 18:27:19 : INFO Opening serial port u'com4'
Mon, 22 Jul 2019 18:27:33 : INFO [看门狗测试]测试成功，输出:看门狗测试=成功
Mon, 22 Jul 2019 18:27:33 : INFO 产品[RD50C_RSU][RSDB0单板功能测试工位]测试完成，测试通过！
Mon, 22 Jul 2019 18:36:58 : INFO 单机登录，即将测试[RD52_RSU]产品的[RSDB5单板功能测试工位]
Mon, 22 Jul 2019 18:37:07 : INFO 开始测试产品[RD52_RSU]的[RSDB5单板功能测试工位](维修测试)
Mon, 22 Jul 2019 18:37:08 : INFO 由于[]，本次测试流程终止，本次测试结果抛弃！
Mon, 22 Jul 2019 18:37:29 : INFO 单机登录，即将测试[RD52_RSU]产品的[RSDB5单板功能测试工位]
Mon, 22 Jul 2019 18:40:58 : INFO 单机登录，即将测试[RD52_RSU]产品的[RSDB5单板功能测试工位]
Mon, 22 Jul 2019 18:41:03 : INFO 开始测试产品[RD52_RSU]的[RSDB5单板功能测试工位](维修测试)
Mon, 22 Jul 2019 18:41:05 : INFO [单板ADC电路测试]测试成功，输出:<无>
Mon, 22 Jul 2019 18:41:05 : INFO 产品[RD52_RSU][RSDB5单板功能测试工位]测试完成，测试通过！
Mon, 22 Jul 2019 18:41:21 : INFO 开始测试产品[RD52_RSU]的[RSDB5单板功能测试工位](维修测试)
Mon, 22 Jul 2019 18:41:29 : INFO [单板ADC电路测试]测试成功，输出:<无>
Mon, 22 Jul 2019 18:41:29 : INFO 产品[RD52_RSU][RSDB5单板功能测试工位]测试完成，测试通过！
Mon, 22 Jul 2019 18:41:58 : INFO 单机登录，即将测试[RD52_RSU]产品的[RSDB5单板功能测试工位]
Mon, 22 Jul 2019 18:42:03 : INFO 开始测试产品[RD52_RSU]的[RSDB5单板功能测试工位](维修测试)
Mon, 22 Jul 2019 18:42:05 : INFO [单板ADC电路测试]测试成功，输出:<无>
Mon, 22 Jul 2019 18:42:05 : INFO 产品[RD52_RSU][RSDB5单板功能测试工位]测试完成，测试通过！
Mon, 22 Jul 2019 18:42:40 : INFO 单机登录，即将测试[RD52_RSU]产品的[RSDB5单板功能测试工位]
Mon, 22 Jul 2019 18:42:44 : INFO 开始测试产品[RD52_RSU]的[RSDB5单板功能测试工位](维修测试)
Mon, 22 Jul 2019 18:42:46 : INFO [单板ADC电路测试]测试成功，输出:<无>
Mon, 22 Jul 2019 18:42:46 : INFO 产品[RD52_RSU][RSDB5单板功能测试工位]测试完成，测试通过！
